scenario,ev,step,lon,lat
sp,vehev1,1909,-46.62716356391845,-23.569402618403732
sp,vehev1,1910,-46.62722657112489,-23.56951308375979
sp,vehev1,1911,-46.62728396612764,-23.569613709504225
sp,vehev1,1912,-46.62734540523417,-23.569721425222298
sp,vehev1,1913,-46.627407421796065,-23.569830153124073
sp,vehev1,1914,-46.62746491142197,-23.56993094417263
sp,vehev1,1915,-46.62752609263503,-23.57003820712086
sp,vehev1,1916,-46.6275863970644,-23.570143932683234
sp,vehev1,1917,-46.62764533365648,-23.570247259957462
sp,vehev1,1918,-46.62770398978928,-23.57035009533636
sp,vehev1,1919,-46.62776140576844,-23.570450756300332
sp,vehev1,1920,-46.62782191782823,-23.57055684507088
sp,vehev1,1921,-46.62788336461263,-23.570664572372802
sp,vehev1,1922,-46.6279430194939,-23.57076915794006
sp,vehev1,1923,-46.62800553207441,-23.570878753343116
sp,vehev1,1924,-46.62806722641609,-23.57098691401393
sp,vehev1,1925,-46.628128257907115,-23.571093947200286
sp,vehev1,1926,-46.628191475942366,-23.57120487643472
sp,vehev1,1927,-46.628249615683295,-23.571306857992276
sp,vehev1,1928,-46.62830878661767,-23.571410648144806
sp,vehev1,1929,-46.62836863172288,-23.571515620639943
sp,vehev1,1930,-46.628429359753795,-23.571622141640326
sp,vehev1,1931,-46.62849068147097,-23.57173043306785
sp,vehev1,1932,-46.62855155207586,-23.571838558226318
sp,vehev1,1933,-46.62861004597568,-23.57194246141308
sp,vehev1,1934,-46.62865334146906,-23.572019367419585
sp,vehev1,1935,-46.62868030681145,-23.572067266040186
sp,vehev1,1936,-46.62871214747608,-23.572097045520948
sp,vehev1,1937,-46.62875085296155,-23.57207517903304
sp,vehev1,1938,-46.62879394478349,-23.572023331615412
sp,vehev1,1939,-46.628851999404844,-23.571953481107727
sp,vehev1,1940,-46.628925395026414,-23.571865172392197
sp,vehev1,1941,-46.62899520311282,-23.571781180019244
sp,vehev1,1942,-46.62903980204678,-23.571727605728697
sp,vehev1,1943,-46.62906906572661,-23.571702602703482
sp,vehev1,1944,-46.62912474203524,-23.571695555595568
sp,vehev1,1945,-46.62918676100426,-23.571729615500796
sp,vehev1,1946,-46.629262118518135,-23.571780128449188
sp,vehev1,1947,-46.629353567208824,-23.571841427380956
sp,vehev1,1948,-46.62946054269541,-23.57191313392673
sp,vehev1,1949,-46.629561398285695,-23.571980738111915
sp,vehev1,1950,-46.62967085419765,-23.5720541069929
sp,vehev1,1951,-46.62977096961119,-23.572121214743966
sp,vehev1,1952,-46.629878201762935,-23.57219309271967
sp,vehev1,1953,-46.62998429305687,-23.572264205820176
sp,vehev1,1954,-46.630089414057174,-23.572334668379444
sp,vehev1,1955,-46.63019137582025,-23.572402901780904
sp,vehev1,1956,-46.63030118092653,-23.57247503819104
sp,vehev1,1957,-46.630413960054895,-23.572541755931393
sp,vehev1,1958,-46.63053465363982,-23.57259153997689
sp,vehev1,1959,-46.630651953907275,-23.572625988051236
sp,vehev1,1960,-46.63078290998814,-23.572652158777956
sp,vehev1,1961,-46.63089684632237,-23.57266921294958
sp,vehev1,1962,-46.63097151204639,-23.572670061720217
sp,vehev1,1963,-46.631050082277,-23.57267797215147
sp,vehev1,1964,-46.631101263912434,-23.572731808864614
sp,vehev1,1965,-46.63111406340207,-23.57279804983295
sp,vehev1,1966,-46.63112730867671,-23.572884332009977
sp,vehev1,1967,-46.63114334003672,-23.572988763077852
sp,vehev1,1968,-46.63116119440377,-23.573105069290445
sp,vehev1,1969,-46.63118132630981,-23.57323621145396
sp,vehev1,1970,-46.63120696849007,-23.573384936887532
sp,vehev1,1971,-46.631236012699276,-23.573545336743162
sp,vehev1,1972,-46.63126227773259,-23.57372219651248
sp,vehev1,1973,-46.63131376028918,-23.573916138826476
sp,vehev1,1974,-46.63141096507386,-23.57409451268012
sp,vehev1,1975,-46.63155256895374,-23.57423655745791
sp,vehev1,1976,-46.63173283062826,-23.574341214490893
sp,vehev1,1977,-46.63193845603788,-23.574403564391048
sp,vehev1,1978,-46.632150705377306,-23.574440023030107
sp,vehev1,1979,-46.632360272032116,-23.574475504463514
sp,vehev1,1980,-46.63256672402988,-23.57450369247548
sp,vehev1,1981,-46.632778331616706,-23.574536389784672
sp,vehev1,1982,-46.632984759962234,-23.574593375510176
sp,vehev1,1983,-46.63316942346226,-23.57468060131712
sp,vehev1,1984,-46.63335456438828,-23.574766477672693
sp,vehev1,1985,-46.63353936429255,-23.57485295694744
sp,vehev1,1986,-46.633720241148964,-23.5749529751834
sp,vehev1,1987,-46.633902735411596,-23.57500713271198
sp,vehev1,1988,-46.63408384444898,-23.575042217391676
sp,vehev1,1989,-46.63430122920483,-23.575051887758935
sp,vehev1,1990,-46.63453606989196,-23.575062582949894
sp,vehev1,1991,-46.63478398627618,-23.57507491454616
sp,vehev1,1992,-46.63504936044517,-23.575092188674013
sp,vehev1,1993,-46.63530726234669,-23.575106308550964
sp,vehev1,1994,-46.63556249815603,-23.575037096531524
sp,vehev1,1995,-46.63581078483408,-23.57496098903778
sp,vehev1,1996,-46.63606564570308,-23.574880783826014
sp,vehev1,1997,-46.636311433149594,-23.57480343355782
sp,vehev1,1998,-46.63656440448676,-23.57472432230718
sp,vehev1,1999,-46.63682863759378,-23.57467244312801
sp,vehev1,2000,-46.63707976166415,-23.574594170376685
sp,vehev1,2001,-46.637337503379115,-23.57451368782018
sp,vehev1,2002,-46.63759475582143,-23.57443254289053
sp,vehev1,2003,-46.63785100951418,-23.574354031468214
sp,vehev1,2004,-46.63811109670146,-23.574300042655192
sp,vehev1,2005,-46.63836259429077,-23.574220643535455
sp,vehev1,2006,-46.63861241618326,-23.574141772952842
sp,vehev1,2007,-46.638864534495504,-23.57406217687953
sp,vehev1,2008,-46.639112968352734,-23.573983743536846
sp,vehev1,2009,-46.639360196769175,-23.57390480835702
sp,vehev1,2010,-46.63961360564584,-23.573825747256752
sp,vehev1,2011,-46.63986627478614,-23.57374776876235
sp,vehev1,2012,-46.64011599519865,-23.573670699815263
sp,vehev1,2013,-46.640330461967196,-23.573625827613494
sp,vehev1,2014,-46.6405078021706,-23.573582828729787
sp,vehev1,2015,-46.64064420965457,-23.573534247015086
sp,vehev1,2016,-46.640736971256985,-23.57350120975447
sp,vehev1,2017,-46.64075816761712,-23.573460546412157
sp,vehev1,2018,-46.640754960917825,-23.573463911416663
sp,vehev1,2019,-46.64081430775369,-23.5734434918903
sp,vehev1,2020,-46.64089341863714,-23.5734144528561
sp,vehev1,2021,-46.640988159281115,-23.573379676576284
sp,vehev1,2022,-46.64109804277656,-23.573339341743388
sp,vehev1,2023,-46.641231176883274,-23.57329047219561
sp,vehev1,2024,-46.641387733588445,-23.573233004724024
sp,vehev1,2025,-46.64155670248296,-23.57317098086535
sp,vehev1,2026,-46.641746262430935,-23.573099715302725
sp,vehev1,2027,-46.641956601546255,-23.57303740345008
sp,vehev1,2028,-46.64214597871854,-23.572894503878334
sp,vehev1,2029,-46.64232360928474,-23.57275470369898
sp,vehev1,2030,-46.64246802764011,-23.57264104209374
sp,vehev1,2031,-46.642578846524884,-23.572553867252807
sp,vehev1,2032,-46.64265734384815,-23.572491827399602
sp,vehev1,2033,-46.642702958139566,-23.57245508320708
sp,vehev1,2034,-46.64276400865674,-23.572403779256533
sp,vehev1,2035,-46.642840094068866,-23.572338952623195
sp,vehev1,2036,-46.64293419470355,-23.572258776444304
sp,vehev1,2037,-46.64302805632668,-23.572178803760707
sp,vehev1,2038,-46.64312512143458,-23.57210430705569
sp,vehev1,2039,-46.64322977617678,-23.572024897170515
sp,vehev1,2040,-46.64333259482386,-23.57194633794259
sp,vehev1,2041,-46.643429093093616,-23.57187149931795
sp,vehev1,2042,-46.643529066766206,-23.571793965218582
sp,vehev1,2043,-46.64363226199864,-23.57171393249608
sp,vehev1,2044,-46.64373118128479,-23.571635651336546
sp,vehev1,2045,-46.643825402152856,-23.571558695851337
sp,vehev1,2046,-46.64391880120751,-23.571480574888483
sp,vehev1,2047,-46.64401586950787,-23.57139911307658
sp,vehev1,2048,-46.64410812757567,-23.57132172254928
sp,vehev1,2049,-46.64420182510119,-23.571244606896805
sp,vehev1,2050,-46.644296160739806,-23.57116819121673
sp,vehev1,2051,-46.64439843909881,-23.571086469797404
sp,vehev1,2052,-46.64449286995296,-23.571011018467093
sp,vehev1,2053,-46.64458772397247,-23.5709352737353
sp,vehev1,2054,-46.64468824235297,-23.5708549359982
sp,vehev1,2055,-46.64478627272376,-23.570776582872817
sp,vehev1,2056,-46.64488900040003,-23.570694475152436
sp,vehev1,2057,-46.64499051290573,-23.57061333852642
sp,vehev1,2058,-46.645090270409916,-23.570533604476367
sp,vehev1,2059,-46.6451917029867,-23.570452531417207
sp,vehev1,2060,-46.645294374553615,-23.57037046789415
sp,vehev1,2061,-46.64539507214998,-23.570289983451197
sp,vehev1,2062,-46.64548944020399,-23.57021457238357
sp,vehev1,2063,-46.645588221939306,-23.57013563412161
sp,vehev1,2064,-46.64568970718748,-23.57005453527536
sp,vehev1,2065,-46.64579012835319,-23.569974286600054
sp,vehev1,2066,-46.645891602897066,-23.569893195988204
sp,vehev1,2067,-46.64599360223389,-23.569811685840513
sp,vehev1,2068,-46.64609260103427,-23.569732573339152
sp,vehev1,2069,-46.64619215245595,-23.569653060364523
sp,vehev1,2070,-46.646286740003205,-23.569577449042114
sp,vehev1,2071,-46.646382021467225,-23.56950185670937
sp,vehev1,2072,-46.646481382354956,-23.569424538363833
sp,vehev1,2073,-46.64658557124116,-23.56934481680666
sp,vehev1,2074,-46.64668872102709,-23.569265890172705
sp,vehev1,2075,-46.64679044551934,-23.569188053969402
sp,vehev1,2076,-46.64688684070121,-23.569114295435792
sp,vehev1,2077,-46.64698531424175,-23.569039226933278
sp,vehev1,2078,-46.64708834820714,-23.56896196343244
sp,vehev1,2079,-46.64718707294281,-23.568887934002195
sp,vehev1,2080,-46.647286109514496,-23.568813039332746
sp,vehev1,2081,-46.64738128394124,-23.568740576208413
sp,vehev1,2082,-46.647477358317836,-23.568666649225694
sp,vehev1,2083,-46.64757290984317,-23.568593124428116
sp,vehev1,2084,-46.64766819738337,-23.568519842571433
sp,vehev1,2085,-46.64776682325792,-23.568443999021483
sp,vehev1,2086,-46.647865466700594,-23.568368141816443
sp,vehev1,2087,-46.647968420702135,-23.568288969619463
sp,vehev1,2088,-46.64806854063328,-23.568211976686648
sp,vehev1,2089,-46.64817149462432,-23.56813280418586
sp,vehev1,2090,-46.64827499627649,-23.568053210369595
sp,vehev1,2091,-46.64837890743487,-23.56797330147816
sp,vehev1,2092,-46.648478895692925,-23.567896409190713
sp,vehev1,2093,-46.64857490472136,-23.567822576842914
sp,vehev1,2094,-46.648676120334585,-23.567744740406326
sp,vehev1,2095,-46.648775060841984,-23.5676691677223
sp,vehev1,2096,-46.648871418210916,-23.56759468538584
sp,vehev1,2097,-46.64896556560639,-23.567519275483114
sp,vehev1,2098,-46.64905885770577,-23.567441441460595
sp,vehev1,2099,-46.64915811163641,-23.567359257375255
sp,vehev1,2100,-46.64925268987542,-23.567280944699657
sp,vehev1,2101,-46.64934927322003,-23.567200888898476
sp,vehev1,2102,-46.64944517534313,-23.56712143315172
sp,vehev1,2103,-46.64953890002343,-23.56704378129063
sp,vehev1,2104,-46.649639158815596,-23.566960715692314
sp,vehev1,2105,-46.64973211284045,-23.566883702034108
sp,vehev1,2106,-46.64983228463958,-23.566800708195416
sp,vehev1,2107,-46.64993170406417,-23.56671833754875
sp,vehev1,2108,-46.65003076163912,-23.56663626654042
sp,vehev1,2109,-46.65012940809547,-23.56655453599257
sp,vehev1,2110,-46.65022349601057,-23.56647658213897
sp,vehev1,2111,-46.65031999517392,-23.56639663036479
sp,vehev1,2112,-46.650413476106294,-23.566319179119713
sp,vehev1,2113,-46.65050767414876,-23.566241133587386
sp,vehev1,2114,-46.65060308541375,-23.56616209505046
sp,vehev1,2115,-46.65069950500986,-23.566082227867177
sp,vehev1,2116,-46.65079331331082,-23.566004445808233
sp,vehev1,2117,-46.65089275501015,-23.565922072162532
sp,vehev1,2118,-46.6509879742159,-23.565843198336232
sp,vehev1,2119,-46.65108494702477,-23.56576287177954
sp,vehev1,2120,-46.65118602973877,-23.56567914065682
sp,vehev1,2121,-46.65128620439734,-23.565596090314816
sp,vehev1,2122,-46.65137891711548,-23.565519281570143
sp,vehev1,2123,-46.65147346420016,-23.5654409529827
sp,vehev1,2124,-46.65157085797335,-23.565360265872204
sp,vehev1,2125,-46.65166606019898,-23.565281394227874
sp,vehev1,2126,-46.65175868553809,-23.565204657300363
sp,vehev1,2127,-46.65185414965207,-23.565125568398727
sp,vehev1,2128,-46.65195030988136,-23.56504583008225
sp,vehev1,2129,-46.652050138906844,-23.564962990703922
sp,vehev1,2130,-46.65214461538912,-23.564884592783386
sp,vehev1,2131,-46.65223941932934,-23.56480605855823
sp,vehev1,2132,-46.652338200026506,-23.564724279330772
sp,vehev1,2133,-46.65243341095035,-23.564645455321013
sp,vehev1,2134,-46.65252815390386,-23.56456701859203
sp,vehev1,2135,-46.65262701954142,-23.564485168579083
sp,vehev1,2136,-46.652719564495655,-23.56440852936143
sp,vehev1,2137,-46.6528008348678,-23.56434118586222
sp,vehev1,2138,-46.65285512490469,-23.564296199161284
sp,vehev1,2139,-46.65287043592543,-23.56421053482977
sp,vehev1,2140,-46.65286928291693,-23.56411707986189
sp,vehev1,2141,-46.65289404484764,-23.564011505648466
sp,vehev1,2142,-46.65298791560249,-23.563916609374697
sp,vehev1,2143,-46.65309277783037,-23.56387021726727
sp,vehev1,2144,-46.65317662999874,-23.56387475628212
sp,vehev1,2145,-46.65323114715577,-23.563881919752177
sp,vehev1,2146,-46.65331075397184,-23.563890039789165
sp,vehev1,2147,-46.65339527328752,-23.563848700814773
sp,vehev1,2148,-46.65347749400139,-23.563780558959568
sp,vehev1,2149,-46.65357015102065,-23.563703767701718
sp,vehev1,2150,-46.653667736950865,-23.563622891916978
sp,vehev1,2151,-46.653764622472934,-23.563542618139575
sp,vehev1,2152,-46.6538570715886,-23.563466057322167
sp,vehev1,2153,-46.65395096658399,-23.563388292348744
sp,vehev1,2154,-46.65405143775539,-23.563305053972414
sp,vehev1,2155,-46.65414784167427,-23.563225185079737
sp,vehev1,2156,-46.6542449352065,-23.563144744702033
sp,vehev1,2157,-46.65433781190444,-23.563067801306666
sp,vehev1,2158,-46.65443718038612,-23.562985460329184
sp,vehev1,2159,-46.6545314415997,-23.562907330248628
sp,vehev1,2160,-46.654628637967775,-23.562826767161592
sp,vehev1,2161,-46.65472377988176,-23.56274790679946
sp,vehev1,2162,-46.654816946349435,-23.562670819455665
sp,vehev1,2163,-46.65491614060992,-23.562592998045826
sp,vehev1,2164,-46.65501689971337,-23.56251307213312
sp,vehev1,2165,-46.655117780338855,-23.56243040659317
sp,vehev1,2166,-46.6552150320165,-23.562349746282347
sp,vehev1,2167,-46.65531460866192,-23.562267157489007
sp,vehev1,2168,-46.65540927089154,-23.562188017250012
sp,vehev1,2169,-46.65550620862012,-23.562106228749588
sp,vehev1,2170,-46.65560269192926,-23.56202482349754
sp,vehev1,2171,-46.655697826335164,-23.56194462889541
sp,vehev1,2172,-46.65579378258824,-23.56186385882422
sp,vehev1,2173,-46.65588757833655,-23.561785245160113
sp,vehev1,2174,-46.65598741153261,-23.561701571129547
sp,vehev1,2175,-46.656082423495015,-23.56162195383675
sp,vehev1,2176,-46.656182007394776,-23.561538414678484
sp,vehev1,2177,-46.65627522037511,-23.561460219822447
sp,vehev1,2178,-46.65636921978771,-23.561381365095702
sp,vehev1,2179,-46.65646535137583,-23.561298225317252
sp,vehev1,2180,-46.6565609053652,-23.561210776883037
sp,vehev1,2181,-46.65665194678088,-23.561126611009417
sp,vehev1,2182,-46.656745669939596,-23.56104051412897
sp,vehev1,2183,-46.65684074967948,-23.560956352438062
sp,vehev1,2184,-46.65693381612018,-23.560874039065947
sp,vehev1,2185,-46.65702870047397,-23.56078926069048
sp,vehev1,2186,-46.65711989476586,-23.56070701989971
sp,vehev1,2187,-46.65721637270614,-23.560619967242612
sp,vehev1,2188,-46.65731019751002,-23.56053631418193
sp,vehev1,2189,-46.657402208175945,-23.56045427843221
sp,vehev1,2190,-46.65749287843416,-23.560373437628304
sp,vehev1,2191,-46.65759063563713,-23.56028627800255
sp,vehev1,2192,-46.65768663037774,-23.560200689609804
sp,vehev1,2193,-46.657779163819555,-23.56011819111284
sp,vehev1,2194,-46.657868403691296,-23.56003859107848
sp,vehev1,2195,-46.65796115067822,-23.559955875732893
sp,vehev1,2196,-46.65808070849717,-23.55988955248855
sp,vehev1,2197,-46.658170341836744,-23.559809661234446
sp,vehev1,2198,-46.658259308958705,-23.559730363646313
sp,vehev1,2199,-46.658355451856664,-23.559644615282444
sp,vehev1,2200,-46.65847280784704,-23.55958019477907
sp,vehev1,2201,-46.65856894306653,-23.55949447563922
sp,vehev1,2202,-46.65865842796832,-23.559414686118842
sp,vehev1,2203,-46.658748426647946,-23.559334438342624
sp,vehev1,2204,-46.65884435892693,-23.55924889968356
sp,vehev1,2205,-46.658935278808855,-23.559167816570277
sp,vehev1,2206,-46.65902999195507,-23.55908332911738
sp,vehev1,2207,-46.65912015587797,-23.55900291463075
sp,vehev1,2208,-46.65921081340374,-23.558922086202035
sp,vehev1,2209,-46.65930704387396,-23.558836288887633
sp,vehev1,2210,-46.65939709089186,-23.558756004475807
sp,vehev1,2211,-46.65949178613102,-23.55867157563181
sp,vehev1,2212,-46.65958140638128,-23.558591671423912
sp,vehev1,2213,-46.65967672682088,-23.55850668484677
sp,vehev1,2214,-46.659772375686714,-23.558421405285777
sp,vehev1,2215,-46.65986384696409,-23.558339850267767
sp,vehev1,2216,-46.65996158081844,-23.558252775349573
sp,vehev1,2217,-46.660058167208916,-23.558166660629254
sp,vehev1,2218,-46.66015131574812,-23.558081577196166
sp,vehev1,2219,-46.660246059300995,-23.55799472935588
sp,vehev1,2220,-46.6603370928928,-23.557913268748923
sp,vehev1,2221,-46.66042597705521,-23.557833731396634
sp,vehev1,2222,-46.66051607063364,-23.557753051620374
sp,vehev1,2223,-46.66061237922504,-23.557666897781132
sp,vehev1,2224,-46.66070589788184,-23.55758323954755
sp,vehev1,2225,-46.66079817493383,-23.55750069185288
sp,vehev1,2226,-46.6608767693666,-23.557401775503457
sp,vehev1,2227,-46.660960460534184,-23.557310481991195
sp,vehev1,2228,-46.66105148408976,-23.557217520806933
sp,vehev1,2229,-46.66114722293956,-23.557140214840786
sp,vehev1,2230,-46.66125880952521,-23.55707774233589
sp,vehev1,2231,-46.66135111934203,-23.556998859302098
sp,vehev1,2232,-46.66144814242442,-23.556915948408296
sp,vehev1,2233,-46.6615393203522,-23.556838032335396
sp,vehev1,2234,-46.661634062764186,-23.556757070084643
sp,vehev1,2235,-46.66173294315755,-23.556672571554707
sp,vehev1,2236,-46.661829681265004,-23.556589903561555
sp,vehev1,2237,-46.66192448721065,-23.55650888655264
sp,vehev1,2238,-46.66201727598187,-23.556429593185527
sp,vehev1,2239,-46.66211761130324,-23.55634385069141
sp,vehev1,2240,-46.66221227411728,-23.55626295553586
sp,vehev1,2241,-46.66227997711606,-23.55616570327741
sp,vehev1,2242,-46.66237280686174,-23.556086400190473
sp,vehev1,2243,-46.6624646718131,-23.556008420612553
sp,vehev1,2244,-46.662565225376106,-23.5559242048118
sp,vehev1,2245,-46.66265675904808,-23.555847543221432
sp,vehev1,2246,-46.66275516135208,-23.555765128837066
sp,vehev1,2247,-46.66284763072428,-23.555687683285573
sp,vehev1,2248,-46.66294782502389,-23.55560977886099
sp,vehev1,2249,-46.66306029020408,-23.555539788334645
sp,vehev1,2250,-46.6631366652282,-23.555493317162806
sp,vehev1,2251,-46.66317646449454,-23.555469429444116
sp,vehev1,2252,-46.663239183622125,-23.55543927931575
sp,vehev1,2253,-46.663318706872275,-23.55540579861992
sp,vehev1,2254,-46.663424596247935,-23.55537066839358
sp,vehev1,2255,-46.66355625524784,-23.55535019678085
sp,vehev1,2256,-46.66370698587241,-23.55534791950675
sp,vehev1,2257,-46.663876955116926,-23.555378736686528
sp,vehev1,2258,-46.66406439723571,-23.555440822375026
sp,vehev1,2259,-46.66426542364339,-23.55551624079603
sp,vehev1,2260,-46.664488593129064,-23.55560016133795
sp,vehev1,2261,-46.66472444480527,-23.555688850409123
sp,vehev1,2262,-46.66492492898997,-23.555764220322985
sp,vehev1,2263,-46.66508508614075,-23.555823135789343
sp,vehev1,2264,-46.66521399762345,-23.555852670698208
sp,vehev1,2265,-46.66534148991744,-23.55589210861237
sp,vehev1,2266,-46.665464118105035,-23.555928768248688
sp,vehev1,2267,-46.66559442331063,-23.555948072992855
sp,vehev1,2268,-46.66571876014457,-23.555958688536986
sp,vehev1,2269,-46.66585220362482,-23.55595937571971
sp,vehev1,2270,-46.66598060897897,-23.555960036849775
sp,vehev1,2271,-46.66610744544246,-23.55593829161848
sp,vehev1,2272,-46.66623328225447,-23.555901627671656
sp,vehev1,2273,-46.66634926504359,-23.555862616091364
sp,vehev1,2274,-46.666467963123516,-23.555818202367895
sp,vehev1,2275,-46.666583939190076,-23.555757787474196
sp,vehev1,2276,-46.66669825866753,-23.55570043647734
sp,vehev1,2277,-46.66681064031813,-23.555647116551693
sp,vehev1,2278,-46.666927010299986,-23.55559271902091
sp,vehev1,2279,-46.66703283441274,-23.555511540678452
sp,vehev1,2280,-46.66715077051302,-23.555458343120915
