scenario,ev,step,lon,lat
augmented,vehev1,25306,-46.63972439691054,-23.62118659840817
augmented,vehev1,25307,-46.63969919618862,-23.62106975357958
augmented,vehev1,25308,-46.639673100900126,-23.620948760774237
augmented,vehev1,25309,-46.63964687048507,-23.620827141178598
augmented,vehev1,25310,-46.639622082564436,-23.620712209588735
augmented,vehev1,25311,-46.63959600753214,-23.62059268456524
augmented,vehev1,25312,-46.63956926450936,-23.620472066376976
augmented,vehev1,25313,-46.639542689110776,-23.62035324770854
augmented,vehev1,25314,-46.63951567073007,-23.620232448206128
augmented,vehev1,25315,-46.639490175002784,-23.62011845626519
augmented,vehev1,25316,-46.63946297219653,-23.619996831680464
augmented,vehev1,25317,-46.63943590492864,-23.61987581282838
augmented,vehev1,25318,-46.63941095331689,-23.61976425292783
augmented,vehev1,25319,-46.639385889151825,-23.619652189570857
augmented,vehev1,25320,-46.63935929707907,-23.619533294602252
augmented,vehev1,25321,-46.6393327331719,-23.619414525310532
augmented,vehev1,25322,-46.63930742268991,-23.619301370554027
augmented,vehev1,25323,-46.63928155461831,-23.619185406202938
augmented,vehev1,25324,-46.63925621908053,-23.619067412482455
augmented,vehev1,25325,-46.63923059983999,-23.618948097234657
augmented,vehev1,25326,-46.63920546814744,-23.618831052371295
augmented,vehev1,25327,-46.63918004739161,-23.618712661013674
augmented,vehev1,25328,-46.63912494321652,-23.61860492414188
augmented,vehev1,25329,-46.63910076734887,-23.61849227576631
augmented,vehev1,25330,-46.63907499919447,-23.61837557883034
augmented,vehev1,25331,-46.63904938009993,-23.618261693257164
augmented,vehev1,25332,-46.63902375070299,-23.618150139612247
augmented,vehev1,25333,-46.638995866593326,-23.61802918085673
augmented,vehev1,25334,-46.63896846407159,-23.617910001326667
augmented,vehev1,25335,-46.63894102735969,-23.617790617146902
augmented,vehev1,25336,-46.63891337444886,-23.61767029197177
augmented,vehev1,25337,-46.6388870266081,-23.61754960159707
augmented,vehev1,25338,-46.638860948090176,-23.617427639697027
augmented,vehev1,25339,-46.638835240446866,-23.617311926649844
augmented,vehev1,25340,-46.638810171281484,-23.617199087233406
augmented,vehev1,25341,-46.6387834595317,-23.617078854089574
augmented,vehev1,25342,-46.638756619222654,-23.616958042021924
augmented,vehev1,25343,-46.63873090281863,-23.616842288565586
augmented,vehev1,25344,-46.63870467815368,-23.616724247101498
augmented,vehev1,25345,-46.63867807597394,-23.616604548945457
augmented,vehev1,25346,-46.638651467023266,-23.61648486195218
augmented,vehev1,25347,-46.638626376829876,-23.6163720060897
augmented,vehev1,25348,-46.63860093595006,-23.616257572603782
augmented,vehev1,25349,-46.6385743512249,-23.616137993831945
augmented,vehev1,25350,-46.638549078512874,-23.61602431629057
augmented,vehev1,25351,-46.63852376269936,-23.615910444644555
augmented,vehev1,25352,-46.63849877133957,-23.61579803217737
augmented,vehev1,25353,-46.63847349312607,-23.615684329196128
augmented,vehev1,25354,-46.6384469202873,-23.61556480265936
augmented,vehev1,25355,-46.638422339169594,-23.615450570194202
augmented,vehev1,25356,-46.63839899145099,-23.615337911444385
augmented,vehev1,25357,-46.63837565837233,-23.615225344650973
augmented,vehev1,25358,-46.63835096045774,-23.615106366432755
augmented,vehev1,25359,-46.63832661375802,-23.61498907988518
augmented,vehev1,25360,-46.638302704678416,-23.61487739494575
augmented,vehev1,25361,-46.63827612032663,-23.614758887511716
augmented,vehev1,25362,-46.63825105456422,-23.614647149398113
augmented,vehev1,25363,-46.638224714487016,-23.61452973040477
augmented,vehev1,25364,-46.63819755927362,-23.614408677432245
augmented,vehev1,25365,-46.63817064324374,-23.61428869043667
augmented,vehev1,25366,-46.63814309835397,-23.614171237845543
augmented,vehev1,25367,-46.63811400727158,-23.614052555654
augmented,vehev1,25368,-46.63808728312844,-23.613939752438
augmented,vehev1,25369,-46.63806140359479,-23.613827578128877
augmented,vehev1,25370,-46.63803647646198,-23.613711005287378
augmented,vehev1,25371,-46.63801340810107,-23.6135941149143
augmented,vehev1,25372,-46.63799079129548,-23.613479512389667
augmented,vehev1,25373,-46.63796858764799,-23.613367003163138
augmented,vehev1,25374,-46.63794796530231,-23.613245169086184
augmented,vehev1,25375,-46.6379331309655,-23.613124130801243
augmented,vehev1,25376,-46.63791835941773,-23.613003604548894
augmented,vehev1,25377,-46.63790367607447,-23.612883797707408
augmented,vehev1,25378,-46.637889604666455,-23.612769741631165
augmented,vehev1,25379,-46.637874630074755,-23.612649433705787
augmented,vehev1,25380,-46.6378590816546,-23.612524515265836
augmented,vehev1,25381,-46.6378486463717,-23.612404263806344
augmented,vehev1,25382,-46.637840878549305,-23.612289675094694
augmented,vehev1,25383,-46.63783308675546,-23.61217473246381
augmented,vehev1,25384,-46.637825128504176,-23.61205733398432
augmented,vehev1,25385,-46.63781909852215,-23.611939774026684
augmented,vehev1,25386,-46.63781418654059,-23.6118245776481
augmented,vehev1,25387,-46.6378092710101,-23.61170929768146
augmented,vehev1,25388,-46.63780522708718,-23.611593859629387
augmented,vehev1,25389,-46.63780173032881,-23.611468675335445
augmented,vehev1,25390,-46.63779832009239,-23.61134658803656
augmented,vehev1,25391,-46.63779512438909,-23.611232180628132
augmented,vehev1,25392,-46.63779190818735,-23.611117038930804
augmented,vehev1,25393,-46.637788462069636,-23.610993665634282
augmented,vehev1,25394,-46.63778521702606,-23.61087749046512
augmented,vehev1,25395,-46.637782810723486,-23.61075420224965
augmented,vehev1,25396,-46.637781075254836,-23.61063516526383
augmented,vehev1,25397,-46.63778004467376,-23.61051298365115
augmented,vehev1,25398,-46.6377802701577,-23.610393131074634
augmented,vehev1,25399,-46.637779030738415,-23.61027154715494
augmented,vehev1,25400,-46.63777744824416,-23.610155841842907
augmented,vehev1,25401,-46.63777575112212,-23.61003175466303
augmented,vehev1,25402,-46.63777413299833,-23.60991344279795
augmented,vehev1,25403,-46.63777255841942,-23.60979831409766
augmented,vehev1,25404,-46.637770994040686,-23.609683930527996
augmented,vehev1,25405,-46.63776938801543,-23.609564241759514
augmented,vehev1,25406,-46.63776827603109,-23.609442700526575
augmented,vehev1,25407,-46.63776714088214,-23.60931862631541
augmented,vehev1,25408,-46.63776601939341,-23.60920014396289
augmented,vehev1,25409,-46.63776487207481,-23.6090829684055
augmented,vehev1,25410,-46.63776312365921,-23.60895970725925
augmented,vehev1,25411,-46.63776120439932,-23.60883652429304
augmented,vehev1,25412,-46.63775979206204,-23.60872286931289
augmented,vehev1,25413,-46.63775832750247,-23.608605011096078
augmented,vehev1,25414,-46.637756919396104,-23.608491695140863
augmented,vehev1,25415,-46.637749463756705,-23.608377733331867
augmented,vehev1,25416,-46.637737594916246,-23.608256551081354
augmented,vehev1,25417,-46.637720630969355,-23.6081349598691
augmented,vehev1,25418,-46.6377034057075,-23.608018267964077
augmented,vehev1,25419,-46.63768578182705,-23.607905611688032
augmented,vehev1,25420,-46.63766655581319,-23.607782713901692
augmented,vehev1,25421,-46.637648754159486,-23.607668920751927
augmented,vehev1,25422,-46.63762508882103,-23.60755492491493
augmented,vehev1,25423,-46.63759765728361,-23.607440084918178
augmented,vehev1,25424,-46.637570328043765,-23.607325672948214
augmented,vehev1,25425,-46.63754300477393,-23.60721128573772
augmented,vehev1,25426,-46.63751280218552,-23.60709251533015
augmented,vehev1,25427,-46.637477461019735,-23.606977928099216
augmented,vehev1,25428,-46.63743933887323,-23.606861943433763
augmented,vehev1,25429,-46.63740070713936,-23.606744408132844
augmented,vehev1,25430,-46.63736268993577,-23.606628742274438
augmented,vehev1,25431,-46.63732567756303,-23.606516133347878
augmented,vehev1,25432,-46.63728889919136,-23.606404236140264
augmented,vehev1,25433,-46.63725266536828,-23.606293995490937
augmented,vehev1,25434,-46.637215340626405,-23.60618043551982
augmented,vehev1,25435,-46.63717638819389,-23.606062224180093
augmented,vehev1,25436,-46.637137030745066,-23.60594314780315
augmented,vehev1,25437,-46.63712918067935,-23.605820274448668
augmented,vehev1,25438,-46.63709022422052,-23.60570238483725
augmented,vehev1,25439,-46.63705243841544,-23.605588037611106
augmented,vehev1,25440,-46.63701602397429,-23.60547784018178
augmented,vehev1,25441,-46.63697709580483,-23.605360035467555
augmented,vehev1,25442,-46.63693946433511,-23.605246154602863
augmented,vehev1,25443,-46.63690076845071,-23.605129052353362
augmented,vehev1,25444,-46.63686156043714,-23.605010400041696
augmented,vehev1,25445,-46.63682680499532,-23.604894948275547
augmented,vehev1,25446,-46.636792656304664,-23.604778645479357
augmented,vehev1,25447,-46.63675952448627,-23.60466580569401
augmented,vehev1,25448,-46.636725029247245,-23.604548322154734
augmented,vehev1,25449,-46.636699786739854,-23.604427876602
augmented,vehev1,25450,-46.63668033626585,-23.60431520806408
augmented,vehev1,25451,-46.636662904876275,-23.604191525007707
augmented,vehev1,25452,-46.63665123543294,-23.604073738475275
augmented,vehev1,25453,-46.636643797597884,-23.603954934746408
augmented,vehev1,25454,-46.636642529281445,-23.60382954854691
augmented,vehev1,25455,-46.63664166430537,-23.603712919254306
augmented,vehev1,25456,-46.63664074008327,-23.60358830027317
augmented,vehev1,25457,-46.63663987005514,-23.60347098745655
augmented,vehev1,25458,-46.6366389920585,-23.60335259903694
augmented,vehev1,25459,-46.636638104289496,-23.60323289174712
augmented,vehev1,25460,-46.63663721163405,-23.603112524380162
augmented,vehev1,25461,-46.63663632720296,-23.60299326482558
augmented,vehev1,25462,-46.63663544036639,-23.602873679736483
augmented,vehev1,25463,-46.63661963656142,-23.60275420349319
augmented,vehev1,25464,-46.63660274336667,-23.602638907985888
augmented,vehev1,25465,-46.63660008850136,-23.60251773263792
augmented,vehev1,25466,-46.63659735656112,-23.602393038796286
augmented,vehev1,25467,-46.63659462802694,-23.602268499829496
augmented,vehev1,25468,-46.636592057768326,-23.60215118452363
augmented,vehev1,25469,-46.63658932781524,-23.602026297658064
augmented,vehev1,25470,-46.636586664611215,-23.60190344245124
augmented,vehev1,25471,-46.636584043011695,-23.601782505922355
augmented,vehev1,25472,-46.63658138222264,-23.60165976097705
augmented,vehev1,25473,-46.6365790198502,-23.60153712459008
augmented,vehev1,25474,-46.63657721817364,-23.601412715585752
augmented,vehev1,25475,-46.636576068103025,-23.601292614987134
augmented,vehev1,25476,-46.63657497129912,-23.601178076069704
augmented,vehev1,25477,-46.63657365981849,-23.601064411415535
augmented,vehev1,25478,-46.63657133853221,-23.600940302307084
augmented,vehev1,25479,-46.63656906355894,-23.600818668730366
augmented,vehev1,25480,-46.636566747605364,-23.600694843467508
augmented,vehev1,25481,-46.636564847775496,-23.600575315306486
augmented,vehev1,25482,-46.63656396706871,-23.600449920450735
augmented,vehev1,25483,-46.63656353153507,-23.600330063134507
augmented,vehev1,25484,-46.63656310808191,-23.60021352823726
augmented,vehev1,25485,-46.63656268094568,-23.600095977664225
augmented,vehev1,25486,-46.63656223296765,-23.599972689041664
augmented,vehev1,25487,-46.63656179715339,-23.59985274581556
augmented,vehev1,25488,-46.63656136240082,-23.599732266107473
augmented,vehev1,25489,-46.63656166730878,-23.59961402419318
augmented,vehev1,25490,-46.636563307250654,-23.59949010002393
augmented,vehev1,25491,-46.63656562348864,-23.599364915322575
augmented,vehev1,25492,-46.63656785409297,-23.599244358997097
augmented,vehev1,25493,-46.63655875723698,-23.599129966232354
augmented,vehev1,25494,-46.63655372229306,-23.59901182519994
augmented,vehev1,25495,-46.63655283016813,-23.59889389623424
augmented,vehev1,25496,-46.63655035830996,-23.598769494329208
augmented,vehev1,25497,-46.636545984580856,-23.598645332998842
augmented,vehev1,25498,-46.636541861494386,-23.59852828649131
augmented,vehev1,25499,-46.636539159856476,-23.598404973598644
augmented,vehev1,25500,-46.63653813860736,-23.598281726164863
augmented,vehev1,25501,-46.63653710411681,-23.598156879553237
augmented,vehev1,25502,-46.636536137566395,-23.59804023117893
augmented,vehev1,25503,-46.63653514272034,-23.597920166872825
augmented,vehev1,25504,-46.63653450089126,-23.597802818190683
augmented,vehev1,25505,-46.63653369087718,-23.597680071410878
augmented,vehev1,25506,-46.63653258319382,-23.59756251784373
augmented,vehev1,25507,-46.63653142707482,-23.597439823013378
augmented,vehev1,25508,-46.63653033884089,-23.597324331652487
augmented,vehev1,25509,-46.63652844680933,-23.59720775641271
augmented,vehev1,25510,-46.63652548147978,-23.59708606504305
augmented,vehev1,25511,-46.63652282768185,-23.596963824294757
augmented,vehev1,25512,-46.63652185628534,-23.596847422996632
augmented,vehev1,25513,-46.63652083091199,-23.59673341477562
augmented,vehev1,25514,-46.63651968165205,-23.59661151890605
augmented,vehev1,25515,-46.636516714826314,-23.596488314825336
augmented,vehev1,25516,-46.63651296301765,-23.596366315207767
augmented,vehev1,25517,-46.63650875062336,-23.596251844012787
augmented,vehev1,25518,-46.63650455609647,-23.596137857986538
augmented,vehev1,25519,-46.63649995990905,-23.596012956428762
augmented,vehev1,25520,-46.63649534227718,-23.59588991344267
augmented,vehev1,25521,-46.63649140871669,-23.59577561970679
augmented,vehev1,25522,-46.63648804789917,-23.595658224067012
augmented,vehev1,25523,-46.63648558384108,-23.595536438676927
augmented,vehev1,25524,-46.636483546115606,-23.595417638011394
augmented,vehev1,25525,-46.636482115445496,-23.595302344086047
augmented,vehev1,25526,-46.636480607354876,-23.59518462756749
augmented,vehev1,25527,-46.63647899038853,-23.595060565314885
augmented,vehev1,25528,-46.636477419443715,-23.59494020635526
augmented,vehev1,25529,-46.636475732513475,-23.594817840662362
augmented,vehev1,25530,-46.636473955770086,-23.594700821611866
augmented,vehev1,25531,-46.636472160678466,-23.594582593450994
augmented,vehev1,25532,-46.636470333858725,-23.594462128716877
augmented,vehev1,25533,-46.6364684512945,-23.5943375371236
augmented,vehev1,25534,-46.63646663361727,-23.5942172391635
augmented,vehev1,25535,-46.636464770680625,-23.594093945111595
augmented,vehev1,25536,-46.63646293763393,-23.593972628540993
augmented,vehev1,25537,-46.63646116934086,-23.593855596890407
augmented,vehev1,25538,-46.63645936580868,-23.593736232316303
augmented,vehev1,25539,-46.636457614280815,-23.59362030892791
augmented,vehev1,25540,-46.63645588687083,-23.593505981128196
augmented,vehev1,25541,-46.636453854862566,-23.593381349047828
augmented,vehev1,25542,-46.63645267976039,-23.593263742519024
augmented,vehev1,25543,-46.63645263977302,-23.59314346443099
augmented,vehev1,25544,-46.636446650241574,-23.593020945276017
augmented,vehev1,25545,-46.63642857916094,-23.592908528774434
augmented,vehev1,25546,-46.636409598369504,-23.592794944084158
augmented,vehev1,25547,-46.636390331400555,-23.5926826330018
augmented,vehev1,25548,-46.636358259163174,-23.59257342470009
augmented,vehev1,25549,-46.63632029697293,-23.592463688129005
augmented,vehev1,25550,-46.636275905344824,-23.592353959598128
augmented,vehev1,25551,-46.63623227724161,-23.59224611816239
augmented,vehev1,25552,-46.636178484022665,-23.592141619797996
augmented,vehev1,25553,-46.63614743510347,-23.592019055222995
augmented,vehev1,25554,-46.63609122762367,-23.591918114633827
augmented,vehev1,25555,-46.63601278506113,-23.591823601420312
augmented,vehev1,25556,-46.63593475053282,-23.5917347009538
augmented,vehev1,25557,-46.63585443974681,-23.59164320709661
augmented,vehev1,25558,-46.635776686629626,-23.591554626888097
augmented,vehev1,25559,-46.6356963614349,-23.591463116266635
augmented,vehev1,25560,-46.63561880553087,-23.591374760396157
augmented,vehev1,25561,-46.63553631725068,-23.591280785115092
augmented,vehev1,25562,-46.63546031836246,-23.591191265383298
augmented,vehev1,25563,-46.63539086342761,-23.591096377799996
augmented,vehev1,25564,-46.63530844085235,-23.59099771286235
augmented,vehev1,25565,-46.63525516148288,-23.590895858252996
augmented,vehev1,25566,-46.63519573830643,-23.59078591255183
augmented,vehev1,25567,-46.63513939569284,-23.590682344162996
augmented,vehev1,25568,-46.6350886015735,-23.590578055803714
augmented,vehev1,25569,-46.635038009500995,-23.590466317977498
augmented,vehev1,25570,-46.63498762883866,-23.59035504685047
augmented,vehev1,25571,-46.63493797004277,-23.590245369826484
augmented,vehev1,25572,-46.63488631569267,-23.590131285168653
augmented,vehev1,25573,-46.63483825348467,-23.590025133966478
augmented,vehev1,25574,-46.634788249513974,-23.58991469393238
augmented,vehev1,25575,-46.63473985258953,-23.58980822159704
augmented,vehev1,25576,-46.63469007718646,-23.5896919727104
augmented,vehev1,25577,-46.63464973423513,-23.589571658041596
augmented,vehev1,25578,-46.634611133395,-23.589454682983106
augmented,vehev1,25579,-46.634569823304545,-23.589333923051676
augmented,vehev1,25580,-46.63452509855704,-23.58921219747512
augmented,vehev1,25581,-46.63450555928955,-23.58909615674738
augmented,vehev1,25582,-46.63449192158003,-23.588971348029432
augmented,vehev1,25583,-46.634483128085535,-23.58885114287648
augmented,vehev1,25584,-46.63447396180396,-23.588725841465152
augmented,vehev1,25585,-46.63446522873227,-23.588606461631517
augmented,vehev1,25586,-46.63445603992307,-23.588480851591363
augmented,vehev1,25587,-46.63444723280758,-23.588360458935785
augmented,vehev1,25588,-46.63444001052657,-23.58823644192818
augmented,vehev1,25589,-46.634449063036776,-23.58811938414293
augmented,vehev1,25590,-46.63446032944201,-23.58799740635881
augmented,vehev1,25591,-46.63447515550996,-23.58787782335966
augmented,vehev1,25592,-46.63449318957448,-23.587764147700753
augmented,vehev1,25593,-46.63451159390229,-23.587648482057997
augmented,vehev1,25594,-46.63453871989568,-23.587525516739483
augmented,vehev1,25595,-46.6345670483143,-23.587411125482134
augmented,vehev1,25596,-46.634596729281675,-23.587296201735768
augmented,vehev1,25597,-46.6346302487369,-23.587184778897928
augmented,vehev1,25598,-46.6346732355494,-23.5870728683213
augmented,vehev1,25599,-46.634717029475,-23.58695885634022
augmented,vehev1,25600,-46.63476350748045,-23.586840079192175
augmented,vehev1,25601,-46.63480745351042,-23.586730471616768
augmented,vehev1,25602,-46.634846996365624,-23.586617015680158
augmented,vehev1,25603,-46.634885742178454,-23.586494214002364
augmented,vehev1,25604,-46.634942777081,-23.586387578185395
augmented,vehev1,25605,-46.635008737981536,-23.586289006476136
augmented,vehev1,25606,-46.63507835585032,-23.586187727277107
augmented,vehev1,25607,-46.6351444762901,-23.58609153592923
augmented,vehev1,25608,-46.63521152508273,-23.585993993859347
augmented,vehev1,25609,-46.6352808815708,-23.585893094398394
augmented,vehev1,25610,-46.635349870163665,-23.58579272997456
augmented,vehev1,25611,-46.63541961136352,-23.58568836613411
augmented,vehev1,25612,-46.63548609571873,-23.585586496401934
augmented,vehev1,25613,-46.6355529608567,-23.585484043042758
augmented,vehev1,25614,-46.635620093562665,-23.585381179526017
augmented,vehev1,25615,-46.63568998230145,-23.5852740929104
augmented,vehev1,25616,-46.63575366852431,-23.585176509894186
augmented,vehev1,25617,-46.63582187639201,-23.585073259655836
augmented,vehev1,25618,-46.635892937937996,-23.58496860267261
augmented,vehev1,25619,-46.63596435591103,-23.584863420565714
augmented,vehev1,25620,-46.63603396430768,-23.5847609033615
augmented,vehev1,25621,-46.63610277516589,-23.584658951944153
augmented,vehev1,25622,-46.63616901628329,-23.584559367814844
augmented,vehev1,25623,-46.63626306561857,-23.58447141460407
augmented,vehev1,25624,-46.63632751498185,-23.584374309141403
augmented,vehev1,25625,-46.6363942891288,-23.584275376133178
augmented,vehev1,25626,-46.63646059777266,-23.584177099820913
augmented,vehev1,25627,-46.63653155293464,-23.584070236279103
augmented,vehev1,25628,-46.63659838913577,-23.583969576007927
augmented,vehev1,25629,-46.63666824158491,-23.583864317210743
augmented,vehev1,25630,-46.63673582253311,-23.58376220026938
augmented,vehev1,25631,-46.63680116203792,-23.583662971808774
augmented,vehev1,25632,-46.636840731697674,-23.58354696910545
augmented,vehev1,25633,-46.63693192477972,-23.58346390817626
augmented,vehev1,25634,-46.63699943374279,-23.58336113720511
augmented,vehev1,25635,-46.63706954923235,-23.583254398048034
augmented,vehev1,25636,-46.63713476834259,-23.583155112638917
augmented,vehev1,25637,-46.63720115597147,-23.583054048179193
augmented,vehev1,25638,-46.63726551703079,-23.58295606867872
augmented,vehev1,25639,-46.63732983344213,-23.582858156984397
augmented,vehev1,25640,-46.63739550649539,-23.582758179846046
augmented,vehev1,25641,-46.63746282747968,-23.582655693809063
augmented,vehev1,25642,-46.637503431412036,-23.58253817581382
augmented,vehev1,25643,-46.637593542695036,-23.58245505095781
augmented,vehev1,25644,-46.63765717838582,-23.582357461824166
augmented,vehev1,25645,-46.63775380500078,-23.58226588721531
augmented,vehev1,25646,-46.63782032120792,-23.582167668738816
augmented,vehev1,25647,-46.637886109060034,-23.582071315971923
augmented,vehev1,25648,-46.63795357021309,-23.581972512325034
augmented,vehev1,25649,-46.63802065349608,-23.581869484322606
augmented,vehev1,25650,-46.638085944873794,-23.581760692678795
augmented,vehev1,25651,-46.63814882293343,-23.581662628462425
augmented,vehev1,25652,-46.638213567817,-23.581563213676834
augmented,vehev1,25653,-46.638279012543435,-23.581462722245945
augmented,vehev1,25654,-46.63834544430935,-23.5813607150247
augmented,vehev1,25655,-46.63841050810193,-23.5812593682434
augmented,vehev1,25656,-46.63847833956649,-23.5811530363093
augmented,vehev1,25657,-46.63854401972898,-23.581049313702078
augmented,vehev1,25658,-46.63861012128856,-23.580944968289476
augmented,vehev1,25659,-46.63867709493226,-23.580839260803792
augmented,vehev1,25660,-46.6387440810961,-23.580733523081946
augmented,vehev1,25661,-46.63880782334089,-23.58063284829086
augmented,vehev1,25662,-46.6388712394206,-23.58053271298403
augmented,vehev1,25663,-46.63893482561717,-23.58043230888983
augmented,vehev1,25664,-46.63899723417801,-23.5803337769193
