scenario,instance,ev,alg,seed,tl,rt,ttt,eff,imp,perc,teleported,preemptime,n_teleported
augmented-downtown,1,vehev1,tpn6,22570,20627.74,124335.80,21506.00,878.2599999999984,1.2720637355328308,21.38758679563105,False,6049.581818181819,261563
augmented-downtown,1,vehev7,kapusta2,21907,11853.29,54947.82,12502.00,648.7099999999991,-1.58959260058926,-58.959260058926,False,3852.3023255813955,251295
augmented-downtown,1,vehev2,rfid,10105,534.45,14685.54,1030.00,495.54999999999995,1.8677331836467395,46.45916189980064,False,142.0,90954
augmented-downtown,1,vehev3,rfid,16993,11825.55,78527.30,12487.00,661.4500000000007,1.094144458397284,8.60439018584328,False,149.2173913043478,245068
augmented-downtown,1,vehev2,tpn6,10105,235.81,41558.61,731.00,495.19,4.233111403248378,76.37671431863035,False,232.46666666666667,76540
augmented-downtown,1,vehev1,kapusta2,30366,30823.33,68625.58,31701.00,877.6699999999983,-1.1432218385931805,-14.322183859318049,False,11552.418181818182,266081
augmented-downtown,1,vehev2,tpn6,24847,221.68,37151.53,717.00,495.32,4.514119451461566,77.84728537309256,False,232.6,76196
augmented-downtown,1,vehev2,fuzzy,22737,1330.52,21490.33,1680.00,349.48,-1.1293586391878587,-12.935863918785873,False,28.714285714285715,117695
augmented-downtown,1,vehev7,kapusta2,22737,6550.32,84387.61,7199.00,648.6800000000003,-1.009935428962608,-0.9935428962607906,False,2858.953488372093,225202
augmented-downtown,1,vehev1,tpn6,10105,23894.89,142411.82,24773.00,878.1100000000006,-1.0104978929362087,-1.049789293620873,False,6533.418181818181,264222
augmented-downtown,1,vehev7,tpn4,25029,6946.70,42356.98,7595.00,648.3000000000002,1.0150575093209726,1.4834144058542442,False,2121.6976744186045,229381
augmented-downtown,1,vehev7,allgreen,20276,5993.67,39974.31,6643.00,649.3299999999999,1.2002262386818092,16.682374724761463,False,6644.976744186047,220867
augmented-downtown,1,vehev2,no-preemption,27226,1267.07,21603.25,1762.00,494.93000000000006,,,False,,120783
augmented-downtown,1,vehev2,allgreen,17651,238.99,10008.83,734.00,495.01,4.597723754131971,78.25010693386481,False,736.5333333333333,77124
augmented-downtown,1,vehev7,kapusta2,6325,7458.65,80762.83,8107.00,648.3500000000004,-1.0225298897359723,-2.2529889735972253,False,2740.1162790697676,231496
augmented-downtown,1,vehev1,tpn4,12811,26640.44,123413.43,27519.00,878.5600000000013,1.0525700776713898,4.99444918552987,False,8013.545454545455,266386
augmented-downtown,1,vehev2,fuzzy,30366,908.07,23304.35,1258.00,349.92999999999995,1.199444976708844,16.62810554729246,False,28.714285714285715,101393
augmented-downtown,1,vehev3,no-preemption,30616,12684.19,88045.79,13346.00,661.8099999999995,,,False,,248577
augmented-downtown,1,vehev3,no-preemption,4771,12072.72,84966.10,12734.00,661.2800000000007,,,False,,245918
augmented-downtown,1,vehev7,rfid,30366,7117.75,41542.59,7766.00,648.25,-1.0192165875521761,-1.9216587552176145,False,184.06976744186048,231673
augmented-downtown,1,vehev3,rfid,25029,12266.94,86087.97,12929.00,662.0599999999995,1.0033969351769878,0.33854350734973115,False,149.2173913043478,247370
augmented-downtown,1,vehev2,tpn6,31737,226.60,35998.90,722.00,495.4,5.598543689320389,82.13821208705454,False,243.53333333333333,76065
