scenario,instance,ev,alg,seed,tl,rt,ttt,eff,imp,perc,teleported
sp,1,veh11651,no-preemption,22760,1292.12,,1945.00,652.8800000000001,,,False
sp,1,veh11651,rfid_dd!1000_nc!2,31737,295.23,,1172.00,876.77,4.444196050536869,77.49874243555934,False
sp,1,veh11651,djahel_wc!start_el!high,20276,520.55,,1035.00,514.45,1.9611180482182309,49.008678956957866,False
sp,1,veh11651,allgreen,22760,125.84,,779.00,653.16,10.267959313413858,90.26096647370213,False
sp,1,veh11651,no-preemption,2094,1053.85,,1825.00,771.1500000000001,,,False
sp,1,veh11651,kapusta2,17651,206.24,,831.00,624.76,5.035686578743212,80.1417347095979,False
sp,1,veh11651,rfid_dd!250_nc!5,2646,699.45,,1438.00,738.55,1.421431124454929,29.648367564522935,False
sp,1,veh11651,rfid_dd!1000_nc!2,16250,375.92,,1084.00,708.0799999999999,2.729304107256863,63.360623781676416,False
sp,1,veh11651,rfid_dd!250_nc!2,31737,816.14,,1693.00,876.86,1.6076408459332958,37.797051964087004,False
sp,1,veh11651,rfid_dd!250_nc!5,27548,364.02,,1242.00,877.98,3.604005274435471,72.253092771718,False
sp,1,veh11651,petri_lc!True,2094,96.72,,866.00,769.28,10.895885028949545,90.82222327655738,False
sp,1,veh11651,kapusta2,10950,119.20,,832.00,712.8,8.552768456375839,88.30787942991103,False
sp,1,veh11651,petri_lc!False,16250,104.73,,812.00,707.27,9.796619879690633,89.79239766081871,False
